family,regime,method,seeds,steps_per_seed,step_decisions,mean_switches,mean_switch_work,mean_abs_error,mean_final_abs_error,mean_transient_sum,mean_risk_violations,mean_chatter_episodes,mean_utility,pareto_efficient,utility_gap_to_best,error_gap_to_best,work_gap_to_best,utility_winner
boundary_tracking,asymmetric_cost,adaptive_hysteresis,40,240,9600,17.705468379958763,19.36687119748171,0.06284025142062215,0.06971537416082328,3.4085693307567815,0.07880472974356789,0.0,0.06440769032464265,False,0.04654080422872665,0.04781433596974212,19.36687119748171,False
boundary_tracking,asymmetric_cost,calibrated_cost_supervisor,40,240,9600,16.21829691574494,17.666820456607454,0.06468685442581366,0.0717725067397671,3.109360400362912,0.019627078157065193,0.0,0.0660404887823716,True,0.048173602686455604,0.049660938974933636,17.666820456607454,False
boundary_tracking,asymmetric_cost,deadband_only,40,240,9600,23.73109531960185,26.392660272528236,0.019785311761034024,0.02186158726582352,4.645108207964969,0.37145960865383637,0.0,0.022306473210760486,False,0.004439587114844483,0.004759396310153995,26.392660272528236,False
boundary_tracking,asymmetric_cost,dwell_only,40,240,9600,23.973249353475335,26.67962262189425,0.015579867722228984,0.017250968982082972,4.695613581453388,0.38489295464998624,0.0,0.018142141644402282,True,0.00027525554848627926,0.0005539522713489554,26.67962262189425,False
boundary_tracking,asymmetric_cost,hysteresis_dwell,40,240,9600,15.982166235650226,17.398126313533105,0.10267792384615804,0.11399369216030991,3.062070231181827,0.017389717860655983,0.0,0.10400814332488646,True,0.08614125722897045,0.08765200839527801,17.398126313533105,False
boundary_tracking,asymmetric_cost,immediate_greedy,40,240,9600,82.22824528242042,106.07467181877462,0.015025915450880029,0.016696712114305123,18.669142240104335,7.287698988377977,3.1671183961815306,0.03360941019533934,False,0.01574252409942334,0.0,106.07467181877462,False
boundary_tracking,asymmetric_cost,oracle_cost_supervisor,40,240,9600,16.662583395354044,18.173295079658022,0.017672564837741343,0.0195608458511326,3.198499934019812,0.017066854880256242,0.0,0.019060451132082736,True,0.0011935650361667334,0.0026466493868613147,18.173295079658022,False
boundary_tracking,asymmetric_cost,over_hysteresis,40,240,9600,2.4096189093749567,2.5236707877250746,0.5496176197730268,0.6107166753726603,0.4441660586396131,0.0,0.0,0.5498068950821062,True,0.5319400089861902,0.5345917043221468,2.5236707877250746,False
boundary_tracking,asymmetric_cost,randomized_debounce,40,240,9600,17.80358163882195,19.47950163193413,0.060695088389845935,0.06733105941278533,3.428392287220407,0.0829231055047676,0.0,0.06227698054110211,False,0.04441009444518611,0.045669172938965906,19.47950163193413,False
boundary_tracking,asymmetric_cost,risk_aware_supervisor,40,240,9600,15.910272368840685,17.31638529240096,0.1053168838052412,0.11692621034853087,3.0476838114625693,0.010150518772504618,0.0,0.10663041554204783,True,0.08876352944613183,0.09029096835436116,17.31638529240096,False
